"Name","BM1075","BM1077","BM1078","BM1079","BM1092","BM1115","BM1116","BM1141","BM1146","BM1152","BM1153","BM1158","BM1161","BM1170","BM1179","BM1181","BM1182","BM1186","BM1189","BM1206","BM1260","BM1277","BM1284.1","BM1284.5","BM1292","BM1314","BM1324","BM1495","BM1471","BM1489","BM1490","BM1498","BM1500","BM1501","BM1503","BM1505","BM1507","BM1519","BM1523","BM1526","BM1532","BM770","BM810","BM821"
"FOXP3",2.86449104739125,3.12848972881017,-0.040243196269715,1.38887558426036,0.644590046334248,2.88214530707728,2.64638941440368,1.42907440003871,2.59959226055582,1.9261877159361,3.0590181017093,4.57232969709653,2.31819679254251,5.49888037718169,3.61923938371713,4.19304311669086,4.72432895802709,4.20017937775621,5.79701256267204,3.53224251584435,2.75564818963619,2.94523031341707,2.1726516815368,1.62390524583051,3.42020466971884,4.73012772183746,1.68475546400374,2.27666936183082,3.58355639029795,2.54169051938282,1.73628664641448,1.48941191572056,2.15960852039063,1.73654469863218,2.8249995616991,1.82021981691752,1.61794491742058,5.03611390297913,6.60036830496159,3.85306657574052,1.74839983128347,1.59207761090818,2.75125353599576,3.41017799160883
"PIK3CB",9.30988370022016,9.44598413750966,9.05922580340454,9.42562424047099,9.10274611638814,9.62396049963118,9.0440718213557,8.64857472318153,8.76644293068819,8.83383866966341,8.75669070872848,9.74452814040798,8.95740172524908,8.55184262111744,9.4307019156328,9.37906426076888,10.1094858755552,9.27508016312336,9.92361212736752,10.6147379423517,11.0827458735499,11.3270047341488,9.48516717505384,9.49784931273144,9.32183689339024,10.366411027972,11.4234179466116,11.0661078962504,9.02231240970067,8.71990143937541,8.6568054914789,8.9901655572513,8.47727491704347,8.47495732383435,9.49102991822091,9.14224134170344,8.56387368970453,9.54927518056693,10.5401907493995,8.97192777983751,9.49487855945174,9.33543342274127,9.12162555161369,10.9539389037943
"PTPRN",-2.97239296523861,-2.91998094726947,0,0.382701556111919,-3.1905888486524,-1.11193206606192,0,0,0,0,0.513479628455653,0,-1.74356899077732,-1.80319658146407,-2.21949839432603,-1.75580462630903,6.46885922071108,2.22060113129249,-1.61835336883864,-0.310323327739609,0.71529333058366,0,1.40620139920832,0.906276453900488,-1.64284665654153,1.53132206704819,1.65394233715331,0,0,-0.884173026920354,0,0,0,0,2.5633023926939,0,0.781943808068528,0,-0.833053228273214,1.49027488683982,1.4488924957648,0,0,1.62696658770079
"KCNH2",4.47391799482594,6.8296382128761,2.85303273103679,2.53994764100982,4.88554844833802,3.91686277642562,4.89717540600766,1.46706971352667,1.30089568939518,4.05978312485594,4.29484369696638,2.71594541203281,2.38652237860629,3.64942243539643,5.15788680148936,3.75430549778487,8.82624460909665,7.3397323204784,5.0138953159751,8.16592209101236,9.91894186052151,4.24421630873925,7.83186797736784,5.87255346410246,3.55335718537869,6.18254831874126,5.68384596477867,3.53516561874006,7.13718862734146,1.61215902544778,1.82887729007064,-1.51085581295913,-1.15461513163087,-1.25161433871548,5.44014739877779,-1.73676363099757,1.38456156874002,5.98855622439532,7.66021070068387,2.93702285757128,6.75322822382482,3.43036436475865,4.13988528230382,9.03503865284123
"GYG2",3.39295769987687,0,2.82709952967976,5.20049540798134,2.13665930019154,-1.2800788594853,0.223180329835367,4.23091150335282,0,0,2.05097874402419,0,2.8242450487354,2.05396001721914,2.50648109479157,0.130443301451692,4.28730827601545,0.237569836604282,0.270009777768719,1.89446817655782,3.69303470278357,3.92394334758779,3.08133332076087,1.70697473034837,0.239822049713424,4.75388752832418,0,6.43457789087844,0.996469737580011,4.12260025097881,-0.625406725893005,-1.34911782468061,-0.428177593166797,0,-0.520982650515164,4.32388270400758,0,4.54272366172241,1.46370667263227,4.59248765496851,-1.7838021887374,1.95358485043817,0.440163415425326,1.85644634561544
"PTPRU",1.79118852465989,4.48244748594718,2.00116774958053,4.74241841987165,3.62773907911411,-1.83436457062154,0.219372381137237,5.04104668383837,0.642361476169432,1.489117976765,2.66089668031489,2.98467847936854,4.44898517195497,2.06322576637134,3.31808599165997,1.78853245527262,6.34391370735321,2.0729324114382,2.16119147450871,3.10130549570734,1.43428927957802,-0.467120536682968,1.70901751255376,0.802172532993683,7.6876740883482,3.76670889800849,5.20772835316982,8.7361355950407,1.83340220652523,4.30430360297974,1.88219227123335,2.2927717386561,1.06822159658276,0,-0.081151261287264,-0.396650204248599,1.38064911186553,1.81685156743063,1.20989998606891,0.37413028183368,2.49824320717984,0.118447441271457,0.94978591210852,3.17720615284543
"HDAC7",9.15205292501816,8.34571405907659,8.84663445698755,10.07542335395,10.2898446402075,9.21534447851252,9.4728277314104,8.83212067860613,9.81186724361311,9.50149179619759,10.0940744161754,10.1566370684866,10.2421691881754,10.2275890710135,9.71217324401433,9.15691242165258,8.20329021570657,9.54967176951565,9.8616308375395,8.3200032435447,9.23324738704678,8.9900487488615,9.88751781964112,9.1277781480656,8.96709681979191,9.13841636454135,8.09869163870523,7.68266337870568,9.85995096483296,9.37712163160153,9.63611293492781,8.87331890022424,8.82213721800993,8.91880202576394,9.01086048747004,9.33056306081739,8.67137250479548,9.78698199604739,8.72958818823685,10.0026277976079,8.2080032891156,8.94526392138103,9.88706120180853,9.29151412809322
"TNK2",11.2135984051087,10.2999482001079,8.38209971537162,8.66020794053361,10.8133784972696,11.4245883335039,9.28676476945138,10.9910177912082,8.92923612437531,9.41252667115496,10.8787467662864,9.75254315427821,7.95888395498223,10.3880554710396,9.40868301872692,9.73931151589158,11.3956069554507,9.36608882195821,9.42514701742586,9.16351941753956,9.87927076355866,9.99918941023823,8.78731697402659,8.6522993805825,9.39693587380609,9.46957637152676,9.85355329880507,7.91120527933873,9.96433812392537,7.35335340287271,9.13110273031199,6.76126303696138,7.4424457631236,4.53548597139344,7.49257931047369,7.46550524303805,8.71056467766724,8.30590561921712,9.20169324860628,8.89264836251216,9.74958873307172,5.71681323449727,10.4847260814448,10.0503912600079
"POLD1",8.64701719291859,8.93086124437286,8.69494767481329,8.90819232296712,8.91235766202061,8.75774517366697,8.50638928620959,8.60869812796687,8.91896881841884,8.93873622261536,9.03627795547741,9.51232839553668,9.63986416454203,8.96829754847937,8.66095661780129,8.76496414577449,8.13534070931117,9.52708411726427,9.14753145613098,8.03931043314982,8.95390960152488,8.70546940026551,9.12072304422179,8.12956878137656,9.84038774690516,8.60019108445583,7.88194322757788,9.26528563843858,8.96493377591897,9.04265151584897,8.20072811425376,9.6354281611779,8.37599054038037,8.28105076496314,8.37760536259803,8.24866415810862,7.67357221751369,9.34156621624978,7.68542200374346,9.20304416559803,8.25645112585676,8.87636838123093,7.94237823459767,8.56209826583112
"U2AF2",11.4428526322196,11.317694111391,11.0362833486957,11.4515729067458,11.2804753248769,11.187917419684,10.8859255995223,11.5829333354938,11.134432730188,10.6270399860382,11.5600120578277,11.559499563349,11.5609099529938,11.7786253016652,11.561381257591,11.5151043849445,11.3777483953649,11.4701996554061,11.4186331507388,10.9054435864382,10.8830031066119,11.2763164634835,11.1563868580509,10.6942259951839,11.842473869674,11.3601167832254,10.4256898016662,11.59224274283,11.5474506957772,11.2629478567982,10.8383231351929,11.2378787231771,10.766850245967,11.2852126018245,11.0886773516173,11.3358982536143,10.6048964505241,11.4182532284182,10.754384122509,11.3598002695031,11.1218594188788,10.968728981082,10.9107804559301,11.0740394747944
"CYB5R4",8.25094808609006,9.72232601751272,7.68807952590156,8.07073930000195,8.71678195591468,8.47849397065427,9.43017476640226,8.18599315209948,9.4636756092364,7.93601956750839,8.71293913278128,9.52615389388332,9.8041654179151,8.52152140142467,9.47280577512244,9.67752535267302,10.8088844400917,9.69589334241891,9.51311241490337,10.5455665888319,9.32279318649319,9.79387516543716,8.82333976806851,10.1571904803725,8.77245189149757,9.82082781859025,9.49708246386631,9.15929928811822,9.75028156208028,10.0015559216164,9.1820867583948,8.05084231109827,9.98104284757398,8.85465594869274,9.9972626240779,9.11566958416331,9.97925842758164,9.16816157196751,10.1987420844942,8.93001918747329,9.37411894818956,8.92340861876167,8.31559971705437,9.21765881220423
"SPI1",10.1192490850723,10.6985043890897,9.39083830600302,7.96804464153038,9.93063689824986,10.0583934560361,10.5036711606401,10.4442079477825,10.7413474164094,11.2178812499601,10.6127163614076,9.31921264085336,10.1909063486359,11.5120689724656,9.68168458891276,10.5178270544737,12.5275138534482,10.4857111578044,10.555240848529,11.9237317644841,11.9180746340258,11.8521106183873,10.1873035255718,9.74179560703643,10.9191180233348,12.8956240809991,12.3901628483841,11.9853020329319,11.0510715057683,9.77929438193899,9.40212079999266,9.05214722783359,9.25209318396134,8.96540618842747,9.75065504994328,9.13767832210009,9.18539442637748,10.0554976494807,10.6524700189169,9.77804542933204,9.43413705231016,9.71353165530225,9.66801887158825,11.7364863112887
"FGFR2",7.67650018120762,-0.295413062349778,2.14929058669559,-1.28173000777295,0,4.6914268521097,-1.83469902508314,6.96872171246889,-0.234618017670179,0,-2.72788601063027,1.11263541850306,0.163386661440288,-0.310922740789138,0,2.9940657291241,5.21579723747887,0.470837736823652,0.633531649124873,2.36084097547777,1.14556529556043,-1.33506940202179,0.661319098127551,-0.472210998935747,-0.076494802138374,-0.703271259322756,5.67849932473049,3.83783044496026,0,0,0.943982820236204,-1.64934887365159,1.11813908505905,-0.570914348786289,-0.857529051533666,-0.532885408395662,-0.11337181854318,1.25086094507564,1.38919452638658,-1.78076517518471,1.89818319462936,-2.21701447244111,-0.469793387077895,2.429729500838
"CBFB",10.7407084249258,10.758376331354,10.6389027105089,11.2056786929083,10.3927219024853,11.1022020919781,10.2537506037582,10.3582617415343,10.0757381642025,10.0151322759623,10.3912287122967,10.7388663264178,10.3458490661004,11.0987218204848,10.302152794165,10.848469837639,8.87270177031669,10.5438062728684,10.4524656696624,10.1622620381011,10.5046797097039,10.6298483795974,10.226529755602,9.67357622416532,11.2687844310596,10.4786344719484,9.75916542332185,10.3492879551117,10.3923834449614,10.4930875460603,10.5024389587153,10.9424359738214,10.0496069077384,10.2101826634399,10.2312329454692,10.2087579933075,10.3379183955256,10.5177928543212,10.1584424647407,10.2659344784145,10.177776468662,10.5725368393637,10.5185484822366,10.2653123276974
"HDAC4",12.1031363807678,9.92984831921313,8.95970223753843,9.32127663638546,8.73152401833487,11.34236610075,8.68372173984164,9.90071450808783,10.0100560526972,8.82912220800296,9.19860540129272,10.6695651946139,10.1426481069154,9.49655374749306,9.50151490058333,9.7410572314773,12.1073449413621,9.40049950288615,10.1048648479478,10.5360796308542,9.90333222785237,10.6800514660041,9.80014150776845,9.62474355810708,10.8227287739107,10.5882752108821,9.98014740388142,11.3558355464098,10.126532872258,9.07234238746301,9.24421582580918,8.68142863465648,7.47722229370801,8.19923732633066,8.72031725492848,9.10277009228884,8.49431799795882,9.51960463113724,10.5821397785592,9.3122552169031,8.60825772030405,8.04741400373783,9.12680523602405,10.9107902188252
